id,page,content,result,source,task
2663395,5,"<code style=""font-weight: 1000;"">Foonote: 5</code><br><code> https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593073685620&uri=CELEX%3A52020DC0066, p. 13 </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 6</code><br><code> https://www.findata.fi/en/about-us/what-is-findata/ </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 7</code><br><code> https://www.hma.eu/fileadmin/dateien/HMA_joint/00-_About_HMA/03-Working_Groups/Big_Data/Final__Priority_Recommendations_of_the_HMA-EMA_joint_Big_Data_Task_Force.pdf </code><br><br><br>",POSITIVE,attachments/2663395.pdf#page=5,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665563,7,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> On 15th of June 2021, the Court of Justice of the European Union ruled that the Belgian DPA in its case against </code><br>    <code>Facebook, may, under certain conditions exercise its power to bring an alleged infringement of the GDPR to the </code><br>    <code>attention of the judicial authorities of a Member State, even if this supervisory authority is not the lead </code><br>    <code>authority for that processing. The case has been started in 2015 in Belgium. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> While the European Commission seem to have drawn lessons in ensuring market surveillance authorities have </code><br>    <code>access to the source code -article 64 (2) – the lessons on the functioning and the financing of the notified </code><br>    <code>bodies and technical services performing the conformity tests are not taken on board. </code><br>    <code>The report on the inquiry into emission measurements in the automotive sector of the European Parliament, </code><br>    <code>2016/2215(INI) lists several short comings: </code><br>    <code>While in many cases the choice by a car manufacturer of the type-approval authority of a certain Member State </code><br>    <code>is due to geographical or historical reasons, the lack of a harmonised interpretation of the rules can lead to a </code><br>    <code>situation of competition among the type-approval authorities of different Member States, as car manufacturers </code><br>    <code>may choose an authority on the basis of its flexibility in the interpretation of the rules. </code><br>    <code>It is the car manufacturer that usually chooses the technical service to be used: in principle, the type-approval </code><br>    <code>authority can challenge the choice, but it seldom does so. National authorities have never asked technical </code><br>    <code>services to perform additional tests to ensure the implementation of the requirement to meet the regulatory </code><br>    <code>limit in “normal use” or of the ban on defeat devices. For technical services, running additional tests on their </code><br>    <code>own initiative would entail supplementary costs and might put their commercial relationships with </code><br>    <code>manufacturers at risk. </code><br><br><br>",POSITIVE,attachments/2665563.pdf#page=7,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662654,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> PGEU Position Paper on Big Data & Artificial Intelligence in Healthcare </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> PGEU Position Paper on Digital Health </code><br><br><br>",POSITIVE,attachments/2662654.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665556,7,"<code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Quality of service refers to whether an AI system works as well for one person as it does for another, even if no opportunities, </code><br>    <code>resources, or information are extended or withheld. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Such as in finance, education, employment, healthcare, housing, insurance, or social welfare. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 4</code><br><code> In practice, approaches to measure and mitigate quality of service harms are much better understood than how to measure and </code><br>    <code>mitigate representational harms (i.e., harms that involve stereotyping, demeaning, or erasing relevant demographic groups) and the </code><br>    <code>AI Act needs to reflect this reality. </code><br><br><br>",POSITIVE,attachments/2665556.pdf#page=7,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665281,7,"<code style=""font-weight: 1000;"">Foonote:  2</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> https://www2.datainnovation.org/2021-aia-costs.pdf </code><br><br><br>",SOME_UNRESOLVED,attachments/2665281.pdf#page=7,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665515,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Explanatory memorandum 1.1, p3. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Explanatory memorandum 1.1, p3. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Explanatory memorandum 1.1, p3. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 4</code><br><code> Explanatory memorandum 2.3, p7. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 5</code><br><code> Explanatory memorandum 2.3, p7. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 6</code><br><code> Explanatory memorandum 5, p12. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 7</code><br><code> Explanatory memorandum 5, p12. </code><br><br><br>",POSITIVE,attachments/2665515.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662543,2,"<code style=""font-weight: 1000;"">Foonote: 4</code><br><code> Regulation (EU) 2016/679 of the European Parliament and of the Council of 27 April 2016 on the </code><br>    <code>protection of natural per-sons with regard to the processing of personal data and on the free </code><br>    <code>movement of such data. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 5</code><br><code> European Commission (2021) Assessment of the EU Member States’ rules on health data in the light </code><br>    <code>of GDPR. Luxembourg: Publications Office of the European Union. DOI: 10.2818/546193 </code><br><br><br>",POSITIVE,attachments/2662543.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665579,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> AI definitions, Information Commissioner’s Office (ICO) </code><br><br><br>",POSITIVE,attachments/2665579.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665607,6,"<code style=""font-weight: 1000;"">Foonote: 14</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2665607.pdf#page=6,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665462,16,"<code style=""font-weight: 1000;"">Foonote: 36</code><br><code> Ibid P. 12</code><br><br><br>",POSITIVE,attachments/2665462.pdf#page=16,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665521,2,"<code style=""font-weight: 1000;"">Foonote: 2</code><br><code> For more, see Joshua New and Daniel Castro, “How Policymakers Can Foster Algorithmic Accountability,” May 21, </code><br>    <code>2018, https://www2.datainnovation.org/2018-algorithmic-accountability.pdf. </code><br><br><br>",POSITIVE,attachments/2665521.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662602,3,"<code style=""font-weight: 1000;"">Foonote: 6</code><br><code> https://www.politico.eu/article/6-key-battles-europes-ai-law-artificial-intelligence-act/ </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 7</code><br><code> https://amp2.handelsblatt.com/politik/international/kuenstliche-intelligenz-neue-eu-regeln-fuer-ki-koennten-fuereuropa-zum-nachteil-werden-sorge-ueber-ausbleibende-investitionen/27113210.html </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 8</code><br><code> Ich möchte mich insbesondere bei Tobias Manthey von der EvoTegra GmbH für die umfangreichen Diskussionen </code><br>    <code>zum Thema „Hochrisikoanwendungen“ während der Verfassung dieser Stellungnahme bedanken. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 9</code><br><code> https://www.cnbc.com/2020/09/19/2020-presidential-election-facebook-and-information-manipulation.html </code><br><br><br>",POSITIVE,attachments/2662602.pdf#page=3,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662473,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> https://dsv-europa.de/lib/2020-06-11-DSV-Position-Weissbuch-Endfassung.pdf </code><br><br><br>",POSITIVE,attachments/2662473.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2660159,8,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> </code><br>    <code>Provider: a natural or legal person, public authority, agency or other body that develops an AI system or that has an AI system developed with a view </code><br>    <code>to placing it on the market or putting it into service under its own name or trademark, whether for payment or free of charge </code><br><br><br>",POSITIVE,attachments/2660159.pdf#page=8,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665623,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> For instance, some uses of AI can change the economic viability and resource availability of fossil fuels</code><br>    <code>(Greenpeace, 2019).</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> For instance, uses of AI for advertising may cause increases in consumption and resource use.</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Some applications of AI may have uncertain but potentially significant impacts on climate change,</code><br>    <code>depending on how exactly these applications are executed. For instance, autonomous vehicles can be</code><br>    <code>used to facilitate the use of low-carbon, public transportation, but depending on implementation choices,</code><br>    <code>may equally serve to “lock in” individualized modes of transportation in a way that increases overall</code><br>    <code>energy consumption (Wadud et al., 2016). Policy and regulation can play a significant role in shaping</code><br>    <code>these potential impacts.</code><br><br><br>",POSITIVE,attachments/2665623.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665483,1,"<code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Fujitsu Group AI Commitment 2019 - here </code><br><br><br>",FOOTNOTE_UNDETECTED,attachments/2665483.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665647,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Sven Krasser, “Stellar Performances: How CrowdStrike Machine Learning Handles the SUNSPOT Malware,”</code><br>    <code>CrowdStrike Blog (Jan. 21, 2021)</code><br>    <code>https://www.crowdstrike.com/blog/stellar-performances-how-crowdstrike-machine-learning-handles-the-s</code><br>    <code>unspot-malware/.</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Michael Sentonas, How Artificial Intelligence is Becoming a Key Weapon in the Cybersecurity War, CrowdStrike</code><br>    <code>Blog, Oct. 24, 2017,</code><br>    <code>https://www.crowdstrike.com/blog/how-artificial-intelligence-is-becoming-a-key-weapon-in-the-cybersecu</code><br>    <code>rity-war/.</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> EU regulations regularly acknowledge the unique importance of cybersecurity innovation. The proposed</code><br>    <code>ePrivacy Regulation includes a cybersecurity exemption. Similarly, the General Data Protection Regulation’s</code><br>    <code>Recital 49 specifically identifies cybersecurity as a legitimate interest for the processing of personal data.</code><br><br><br>",POSITIVE,attachments/2665647.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665537,3,"<code style=""font-weight: 1000;"">Foonote: 7</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: 8</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2665537.pdf#page=3,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662904,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> The AI Act refers to Article 2 (2) of the Council Framework Decision of 13 June 2002 on the </code><br>    <code>European arrest warrant and the surrender procedures between Member States. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Guidelines on Facial Recognition, 28 January 2021. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Joint Opinion 5/2021 on the proposal for a regulation laying down harmonised rules on artificial </code><br>    <code>intelligence, 18 June 2021. </code><br><br><br>",POSITIVE,attachments/2662904.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662226,7,"<code style=""font-weight: 1000;"">Foonote: 5</code><br><code> European consumer safety needs solid injury data, ANEC-EuroSafe position paper, November 2020 </code><br><br><br>",POSITIVE,attachments/2662226.pdf#page=7,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665632,4,"<code style=""font-weight: 1000;"">Foonote: 6</code><br><code> https://www.eiopa.europa.eu/content/eiopa-publishes-report-artificial-intelligence-governanceprinciples_en </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 7</code><br><code> https://www.eiopa.europa.eu/content/eiopa-publishes-report-artificial-intelligence-governanceprinciples_en </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 8</code><br><code> Ibid. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 9</code><br><code> https://digital-strategy.ec.europa.eu/en/policies/expert-group-ai </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 10</code><br><code> </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 11</code><br><code> https://www.beuc.eu/publications/beuc-x-2019-053-a-human-centric-digital-manifesto-for-europe.pdf </code><br><br><br>",POSITIVE,attachments/2665632.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665611,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Initiative details - Artificial intelligence – ethical and legal requirements</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 4</code><br><code> The Global Partnership on AI (GPAI) on Responsible AI and AI in Pandemic Response</code><br>    <code>3 Mapping the AI Value Chain</code><br>    <code>2 OECD AI Group of Experts (AIGO)</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 5</code><br><code> The Athens Roundtable on Artificial Intelligence and the Rule of Law 2020</code><br><br><br><code style=""font-weight: 1000;"">Foonote: 6</code><br><code> The Development of Rwanda's National Artificial Intelligence Policy</code><br><br><br>",WRONG_RESOLUTION,attachments/2665611.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665169,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Annex I AIA “(a) Machine learning approaches, including supervised, unsupervised and reinforcement learning, using a wide </code><br>    <code>variety of methods including deep learning; (b) Logic- and knowledge-based approaches, including knowledge </code><br>    <code>representation, inductive (logic) programming, knowledge bases, inference and deductive engines, (symbolic) reasoning </code><br>    <code>and expert systems; (c) Statistical approaches, Bayesian estimation, search and optimization methods.” </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> McCarthy, J. (2007). “What is artificial intelligence”. Russell, Stuart, and Peter Norvig. ""Artificial intelligence: a modern </code><br>    <code>approach."" (2002). Turing, Alan. ""Computing machinery and intelligence” (1950). </code><br><br><br>",POSITIVE,attachments/2665169.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665164,11,"<code style=""font-weight: 1000;"">Foonote: 10 </code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2665164.pdf#page=11,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665565,6,"<code style=""font-weight: 1000;"">Foonote: 9 </code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2665565.pdf#page=6,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665648,6,"<code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Russell, S., 2019. Human Compatible. 1st ed. Penguin Books.</code><br><br><br>",POSITIVE,attachments/2665648.pdf#page=6,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665441,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> European Commission, 2020: European enterprise survey on the use of technologies based on artificial intelligence </code><br><br><br>",POSITIVE,attachments/2665441.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665331,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Proposal for a Regulation of the European Parliament and of the Council laying down harmonised rules on artificial intelligence (Artificial </code><br>    <code>Intelligence Act) and amending certain Union legislative acts ‐ https://ec.europa.eu/info/law/better‐regulation/ </code><br><br><br>",POSITIVE,attachments/2665331.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665416,3,"<code style=""font-weight: 1000;"">Foonote: 4</code><br><code> Paragraph 1.1, Explanatory Memorandum. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 5</code><br><code> Paragraph 2.2, Explanatory Memorandum.</code><br><br><br>",POSITIVE,attachments/2665416.pdf#page=3,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665424,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Hardt, M., Price, E., & Srebro, N. (2016). Equality of opportunity in supervised learning. Advances in neural</code><br>    <code>information processing systems, 29, 3315-3323.</code><br><br><br>",POSITIVE,attachments/2665424.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665637,1,"<code style=""font-weight: 1000;"">Foonote:  1</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2665637.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2663324,4,"<code style=""font-weight: 1000;"">Foonote: 12</code><br><code> Be it for surveillance or studies in the context of real-world evidence generation. </code><br><br><br>",POSITIVE,attachments/2663324.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665447,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> European Commission (2021), “Proposal for a regulation of the European Parliament and of the </code><br>    <code>Council laying down harmonised rules on artificial intelligence (Artificial Intelligence Act) and </code><br>    <code>amending certain Union legislative acts”, COM/2021/206 final, 107 pp.: https://eurlex.europa.eu/resource.html?uri=cellar:e0649735-a372-11eb-958501aa75ed71a1.0001.02/DOC_1&format=PDF </code><br>    <code>2 European Commission (2020), “Artificial intelligence : A European approach to excellence and trust”, </code><br>    <code>COM(2020) 65 final, 26 pp.: https://ec.europa.eu/info/sites/default/files/commission-white-paperartificial-intelligence-feb2020_en.pdf </code><br>    <code>See the co-signatories’ contributions in the “Contributions to the consultation” section of the following </code><br>    <code>page: https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-requirements-forartificial-intelligence/public-consultation_fr </code><br><br><br>",WRONG_RESOLUTION,attachments/2665447.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2662381,2,"<code style=""font-weight: 1000;"">Foonote: i</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: ii</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: iii</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: iv</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br>",NONE_RESOLVED,attachments/2662381.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665490,3,"<code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Again see ALTAI (European Commission’s High-Level Expert Group’s Assessment List on Trustworthy </code><br>    <code>Artificial Intelligence), OECD Principles on AI, and the WHO Guidance on “Ethics and governance of artificial </code><br>    <code>intelligence for health” </code><br><br><br>",POSITIVE,attachments/2665490.pdf#page=3,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2663157,4,"<code style=""font-weight: 1000;"">Foonote: 8</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: 9</code><br><code> For reference, we include the extraterritorial scope of application in Art. 2(1) of the Proposed AI Regulation here: “This </code><br>    <code>Regulation applies to (a) providers placing on the market or putting into service AI systems in the Union, irrespective of </code><br>    <code>whether those providers are established within the Union or in a third country; (b) users of AI systems located within the </code><br>    <code>Union; (c) providers and users of AI systems that are located in a third country, where the output produced by the system is </code><br>    <code>used in the Union” (emphasis added). </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 10</code><br><code> For reference, AI system “output” is interpreted under the Proposed AI Regulation as “content, predictions, </code><br>    <code>recommendations or decisions which influence the environment with which the system interacts, be it in a physical or digital </code><br>    <code>dimension”. See Proposed AI Regulation, Recital (6). </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 11</code><br><code> For reference, the Proposed AI Regulation prohibits the following AI systems, Art. 5(1): “(a) the placing on the market, </code><br>    <code>putting into service or use of an AI system that deploys subliminal techniques beyond a person’s consciousness in order to </code><br>    <code>materially distort a person’s behaviour in a manner that causes or is likely to cause that person or another person physical </code><br>    <code>or psychological harm; (b) the placing on the market, putting into service or use of an AI system that exploits any of the </code><br>    <code>vulnerabilities of a specific group of persons due to their age, physical or mental disability, in order to materially distort the </code><br>    <code>behaviour of a person pertaining to that group in a manner that causes or is likely to cause that person or another person </code><br>    <code>physical or psychological harm; (c) the placing on the market, putting into service or use of AI systems by public authorities </code><br>    <code>or on their behalf for the evaluation or classification of the trustworthiness of natural persons over a certain period of time </code><br>    <code>based on their social behaviour or known or predicted personal or personality characteristics, with the social score leading </code><br>    <code>to either or both of the following: (i) detrimental or unfavourable treatment of certain natural persons or whole groups </code><br>    <code>thereof in social contexts which are unrelated to the contexts in which the data was originally generated or collected; (ii) </code><br>    <code>detrimental or unfavourable treatment of certain natural persons or whole groups thereof that is unjustified or </code><br><br><br>",SOME_UNRESOLVED,attachments/2663157.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665480,19,"<code style=""font-weight: 1000;"">Foonote: 23</code><br><code> If we take the definition of an algorithm to be “A finite series of well-defined, computer-implementable </code><br>    <code>instructions to solve a specific set of computable problems,” from “The Definitive Glossary of Higher </code><br>    <code>Mathematical Jargon: Algorithm,” Math Vault, accessed 21 June 2021, https://mathvault.ca/mathglossary/#algo. </code><br><br><br>",POSITIVE,attachments/2665480.pdf#page=19,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665406,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> https://algorithmwatch.org/en/response-european-commission-ai-consultation/ </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> https://algorithmwatch.org/en/response-to-eu-ai-regulation-proposal-2021/ </code><br><br><br>",POSITIVE,attachments/2665406.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665553,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> 2021/0106 (COD) Proposal for a regulation of the European Parliament and of the Council laying down </code><br>    <code>harmonised rules on artificial intelligence (artificial intelligence act) and amending certain Union legislative acts. </code><br><br><br>",POSITIVE,attachments/2665553.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665536,13,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Relevant examples can be found in the list of the InterNational Committee for Information Technology </code><br>    <code>Standards (INCITS) on common reference standards for AI and Biometrics: </code><br>    <code>https://www.incits.org/contentAsset/raw-data/688802a6-4aeb-4333-97820c8b855ba040/reportFile/bd433a99-972d-4af0-8c2f-cc712a82516d.pdf. </code><br><br><br>",POSITIVE,attachments/2665536.pdf#page=13,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
